HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.Qc_F_c,HYY_EDDY233.F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.tau,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_META.T42,HYY_EDDY233.u_star,HYY_META.T84,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.E,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY4,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
,-0.4829,3.38354,,-0.54033,3.02038,,,,,,,,-0.20567,,-0.28967,-0.25933,,-0.58767,,,-0.459,2023-01-17T02:00:00.0,,,,,,,,,,,,,,-0.4829,3.38354,3.02038,-0.20567,-0.28967,-0.25933,-0.459,-0.58767
,-0.31027,1.34202,,-0.356,1.16179,,,,,,,,-0.02933,,-0.12367,-0.10467,,-0.40567,,,-0.35967,2023-01-17T02:30:00.0,,,,,,,,,,,,,,-0.31027,1.34202,1.16179,-0.02933,-0.12367,-0.10467,-0.35967,-0.40567
,-0.14481,3.02466,,-0.19,2.6837,,,,,,,,0.06433,,-0.01533,0.019,,-0.25433,,,-0.23133,2023-01-17T03:00:00.0,,,,,,,,,,,,,,-0.14481,3.02466,2.6837,0.06433,-0.01533,0.019,-0.23133,-0.25433
,-0.50535,1.59603,,-0.08233,0.71561,,,,,,,,0.214,,0.123,0.153,,-0.13267,,,-0.11233,2023-01-17T03:30:00.0,,,,,,,,,,,,,,-0.50535,1.59603,0.71561,0.214,0.123,0.153,-0.11233,-0.13267
,-0.13263,0.30593,,-0.05633,2.87094,,,,,,,,0.227,,0.14733,0.18633,,-0.10767,,,-0.07933,2023-01-17T04:00:00.0,,,,,,,,,,,,,,-0.13263,0.30593,2.87094,0.227,0.14733,0.18633,-0.07933,-0.10767
,-0.09796,-5.1047,,-0.257,-0.15287,,,,,,,,0.11333,,0.011,0.009,,-0.297,,,-0.259,2023-01-17T04:30:00.0,,,,,,,,,,,,,,-0.09796,-5.1047,-0.15287,0.11333,0.011,0.009,-0.259,-0.297
,-0.07979,-2.16746,,-0.51433,0.054,,,,,,,,-0.11633,,-0.19733,-0.2,,-0.545,,,-0.50233,2023-01-17T05:00:00.0,,,,,,,,,,,,,,-0.07979,-2.16746,0.054,-0.11633,-0.19733,-0.2,-0.50233,-0.545
,0.13406,0.89681,,-0.563,1.30123,,,,,,,,-0.12367,,-0.22467,-0.239,,-0.59833,,,-0.54833,2023-01-17T05:30:00.0,,,,,,,,,,,,,,0.13406,0.89681,1.30123,-0.12367,-0.22467,-0.239,-0.54833,-0.59833
,-0.01552,2.14543,,-0.428,2.46047,,,,,,,,-0.07333,,-0.16633,-0.174,,-0.49233,,,-0.46433,2023-01-17T06:00:00.0,,,,,,,,,,,,,,-0.01552,2.14543,2.46047,-0.07333,-0.16633,-0.174,-0.46433,-0.49233
,0.07328,1.07987,,-0.24533,1.23632,,,,,,,,0.03667,,-0.059,-0.06,,-0.33133,,,-0.33433,2023-01-17T06:30:00.0,,,,,,,,,,,,,,0.07328,1.07987,1.23632,0.03667,-0.059,-0.06,-0.33433,-0.33133
,0.29418,-0.39183,,-0.29767,1.35471,,,,,,,,-0.02767,,-0.12267,-0.118,,-0.381,,,-0.38633,2023-01-17T07:00:00.0,,,,,,,,,,,,,,0.29418,-0.39183,1.35471,-0.02767,-0.12267,-0.118,-0.38633,-0.381
,0.05683,1.13603,,-0.29667,0.17991,,,,,,,,0.11733,,0.00733,0.01433,,-0.332,,,-0.29567,2023-01-17T07:30:00.0,,,,,,,,,,,,,,0.05683,1.13603,0.17991,0.11733,0.00733,0.01433,-0.29567,-0.332
,0.09909,-1.74799,,-0.35567,0.0179,,,,,,,,0.06067,,-0.04833,-0.059,,-0.41833,,,-0.388,2023-01-17T08:00:00.0,,,,,,,,,,,,,,0.09909,-1.74799,0.0179,0.06067,-0.04833,-0.059,-0.388,-0.41833
,0.14273,-0.53142,,-0.39333,0.48648,,,,,,,,0.02433,,-0.09267,-0.117,,-0.46,,,-0.434,2023-01-17T08:30:00.0,,,,,,,,,,,,,,0.14273,-0.53142,0.48648,0.02433,-0.09267,-0.117,-0.434,-0.46
,0.04567,0.34271,,-0.40967,0.32681,,,,,,,,0.007,,-0.11767,-0.126,,-0.46433,,,-0.439,2023-01-17T09:00:00.0,,,,,,,,,,,,,,0.04567,0.34271,0.32681,0.007,-0.11767,-0.126,-0.439,-0.46433
,0.04856,-0.85912,,-0.471,-3.67133,,,,,,,,0.03967,,-0.07667,-0.08567,,-0.479,,,-0.41,2023-01-17T09:30:00.0,,,,,,,,,,,,,,0.04856,-0.85912,-3.67133,0.03967,-0.07667,-0.08567,-0.41,-0.479
,0.05315,-2.60842,,-0.59967,-5.18088,,,,,,,,-0.07267,,-0.18967,-0.20333,,-0.61033,,,-0.52933,2023-01-17T10:00:00.0,,,,,,,,,,,,,,0.05315,-2.60842,-5.18088,-0.07267,-0.18967,-0.20333,-0.52933,-0.61033
,0.08398,0.11341,,-0.67367,-3.23411,,,,,,,,-0.16533,,-0.27967,-0.29667,,-0.685,,,-0.54567,2023-01-17T10:30:00.0,,,,,,,,,,,,,,0.08398,0.11341,-3.23411,-0.16533,-0.27967,-0.29667,-0.54567,-0.685
,-0.02328,0.56275,,-0.57067,-3.32708,,,,,,,,-0.129,,-0.23767,-0.235,,-0.60333,,,-0.49233,2023-01-17T11:00:00.0,,,,,,,,,,,,,,-0.02328,0.56275,-3.32708,-0.129,-0.23767,-0.235,-0.49233,-0.60333
,0.01647,-0.00306,,-0.573,1.57961,,,,,,,,-0.14467,,-0.25767,-0.253,,-0.60667,,,-0.50267,2023-01-17T11:30:00.0,,,,,,,,,,,,,,0.01647,-0.00306,1.57961,-0.14467,-0.25767,-0.253,-0.50267,-0.60667
,0.19021,1.08627,,-0.51233,-0.41019,,,,,,,,-0.124,,-0.24033,-0.23267,,-0.56897,,,-0.47667,2023-01-17T12:00:00.0,,,,,,,,,,,,,,0.19021,1.08627,-0.41019,-0.124,-0.24033,-0.23267,-0.47667,-0.56897
,-0.11374,1.97238,,-0.33867,-2.31443,,,,,,,,0.00833,,-0.099,-0.084,,-0.393,,,-0.38633,2023-01-17T12:30:00.0,,,,,,,,,,,,,,-0.11374,1.97238,-2.31443,0.00833,-0.099,-0.084,-0.38633,-0.393
,-0.48832,0.52741,,-0.30067,-3.09785,,,,,,,,0.063,,-0.04633,-0.03367,,-0.35333,,,-0.33433,2023-01-17T13:00:00.0,,,,,,,,,,,,,,-0.48832,0.52741,-3.09785,0.063,-0.04633,-0.03367,-0.33433,-0.35333
,-0.16368,-0.91792,,-0.34533,-1.57643,,,,,,,,0.05133,,-0.06133,-0.04933,,-0.38733,,,-0.359,2023-01-17T13:30:00.0,,,,,,,,,,,,,,-0.16368,-0.91792,-1.57643,0.05133,-0.06133,-0.04933,-0.359,-0.38733
,0.11704,-1.85449,,-0.42567,2.37776,,,,,,,,-0.00333,,-0.117,-0.11233,,-0.46533,,,-0.42433,2023-01-17T14:00:00.0,,,,,,,,,,,,,,0.11704,-1.85449,2.37776,-0.00333,-0.117,-0.11233,-0.42433,-0.46533
,0.29975,-0.40215,,-0.47267,-5.49398,,,,,,,,-0.05233,,-0.17533,-0.177,,-0.51167,,,-0.46933,2023-01-17T14:30:00.0,,,,,,,,,,,,,,0.29975,-0.40215,-5.49398,-0.05233,-0.17533,-0.177,-0.46933,-0.51167
,0.14217,-1.45293,,-0.53267,0.01002,,,,,,,,-0.117,,-0.23133,-0.22967,,-0.57167,,,-0.496,2023-01-17T15:00:00.0,,,,,,,,,,,,,,0.14217,-1.45293,0.01002,-0.117,-0.23133,-0.22967,-0.496,-0.57167
,-0.06528,-0.70845,,-0.597,0.42831,,,,,,,,-0.19167,,-0.30367,-0.30433,,-0.64133,,,-0.52433,2023-01-17T15:30:00.0,,,,,,,,,,,,,,-0.06528,-0.70845,0.42831,-0.19167,-0.30367,-0.30433,-0.52433,-0.64133
,-0.00601,-1.27514,,-0.669,2.02491,,,,,,,,-0.22433,,-0.34367,-0.34733,,-0.69933,,,-0.55933,2023-01-17T16:00:00.0,,,,,,,,,,,,,,-0.00601,-1.27514,2.02491,-0.22433,-0.34367,-0.34733,-0.55933,-0.69933
,-0.02976,-0.58466,,-0.76433,-0.37676,,,,,,,,-0.31567,,-0.434,-0.437,,-0.79767,,,-0.623,2023-01-17T16:30:00.0,,,,,,,,,,,,,,-0.02976,-0.58466,-0.37676,-0.31567,-0.434,-0.437,-0.623,-0.79767
,-0.0329,0.15826,,-0.775,0.28885,,,,,,,,-0.33767,,-0.45233,-0.457,,-0.80933,,,-0.63133,2023-01-17T17:00:00.0,,,,,,,,,,,,,,-0.0329,0.15826,0.28885,-0.33767,-0.45233,-0.457,-0.63133,-0.80933
,0.09571,-2.66803,,-0.84133,0.53257,,,,,,,,-0.38533,,-0.502,-0.51467,,-0.87067,,,-0.675,2023-01-17T17:30:00.0,,,,,,,,,,,,,,0.09571,-2.66803,0.53257,-0.38533,-0.502,-0.51467,-0.675,-0.87067
,0.18384,-2.09162,,-0.94133,1.22446,,,,,,,,-0.46867,,-0.59233,-0.60933,,-0.97133,,,-0.754,2023-01-17T18:00:00.0,,,,,,,,,,,,,,0.18384,-2.09162,1.22446,-0.46867,-0.59233,-0.60933,-0.754,-0.97133
,0.48332,-4.70352,,-1.10667,3.61702,,,,,,,,-0.64633,,-0.766,-0.77367,,-1.136,,,-0.91067,2023-01-17T18:30:00.0,,,,,,,,,,,,,,0.48332,-4.70352,3.61702,-0.64633,-0.766,-0.77367,-0.91067,-1.136
,0.54654,-1.20858,,-1.309,2.40953,,,,,,,,-0.859,,-0.97567,-0.98433,,-1.34567,,,-1.117,2023-01-17T19:00:00.0,,,,,,,,,,,,,,0.54654,-1.20858,2.40953,-0.859,-0.97567,-0.98433,-1.117,-1.34567
,0.71279,0.20355,,-1.27233,-1.7764,,,,,,,,-0.83333,,-0.954,-0.963,,-1.305,,,-1.09067,2023-01-17T19:30:00.0,,,,,,,,,,,,,,0.71279,0.20355,-1.7764,-0.83333,-0.954,-0.963,-1.09067,-1.305
,0.68189,-0.9529,,-1.289,0.34416,,,,,,,,-0.85333,,-0.978,-0.98733,,-1.324,,,-1.11167,2023-01-17T20:00:00.0,,,,,,,,,,,,,,0.68189,-0.9529,0.34416,-0.85333,-0.978,-0.98733,-1.11167,-1.324
,0.30935,-1.53658,,-1.35033,-0.26982,,,,,,,,-0.90567,,-1.03833,-1.044,,-1.38433,,,-1.16333,2023-01-17T20:30:00.0,,,,,,,,,,,,,,0.30935,-1.53658,-0.26982,-0.90567,-1.03833,-1.044,-1.16333,-1.38433
,-0.71965,-2.06332,,-1.49,-1.04815,,,,,,,,-1.02733,,-1.16067,-1.16633,,-1.51333,,,-1.28867,2023-01-17T21:00:00.0,,,,,,,,,,,,,,-0.71965,-2.06332,-1.04815,-1.02733,-1.16067,-1.16633,-1.28867,-1.51333
,-0.03877,-0.28546,,-1.505,-0.62988,,,,,,,,-1.08267,,-1.20867,-1.20433,,-1.54267,,,-1.32467,2023-01-17T21:30:00.0,,,,,,,,,,,,,,-0.03877,-0.28546,-0.62988,-1.08267,-1.20867,-1.20433,-1.32467,-1.54267
,0.16279,-0.27948,,-1.50967,-0.48217,,,,,,,,-1.08867,,-1.21567,-1.21733,,-1.543,,,-1.33367,2023-01-17T22:00:00.0,,,,,,,,,,,,,,0.16279,-0.27948,-0.48217,-1.08867,-1.21567,-1.21733,-1.33367,-1.543
,0.27719,-0.13244,,-1.55867,-0.10872,,,,,,,,-1.114,,-1.24067,-1.254,,-1.59167,,,-1.375,2023-01-17T22:30:00.0,,,,,,,,,,,,,,0.27719,-0.13244,-0.10872,-1.114,-1.24067,-1.254,-1.375,-1.59167
,0.29049,-0.60789,,-1.572,-0.09811,,,,,,,,-1.11867,,-1.24467,-1.255,,-1.60467,,,-1.383,2023-01-17T23:00:00.0,,,,,,,,,,,,,,0.29049,-0.60789,-0.09811,-1.11867,-1.24467,-1.255,-1.383,-1.60467
,0.35444,0.72355,,-1.55,-1.56253,,,,,,,,-1.10767,,-1.23433,-1.24567,,-1.585,,,-1.36733,2023-01-17T23:30:00.0,,,,,,,,,,,,,,0.35444,0.72355,-1.56253,-1.10767,-1.23433,-1.24567,-1.36733,-1.585
,0.28095,0.29309,,-1.53433,-0.30326,,,,,,,,-1.096,,-1.223,-1.23167,,-1.56867,,,-1.34967,2023-01-18T00:00:00.0,,,,,,,,,,,,,,0.28095,0.29309,-0.30326,-1.096,-1.223,-1.23167,-1.34967,-1.56867
,0.27492,-0.86809,,-1.53933,0.54522,,,,,,,,-1.09333,,-1.221,-1.23633,,-1.57567,,,-1.359,2023-01-18T00:30:00.0,,,,,,,,,,,,,,0.27492,-0.86809,0.54522,-1.09333,-1.221,-1.23633,-1.359,-1.57567
,0.18287,-0.5168,,-1.634,0.78907,,,,,,,,-1.17133,,-1.29767,-1.30967,,-1.659,,,-1.437,2023-01-18T01:00:00.0,,,,,,,,,,,,,,0.18287,-0.5168,0.78907,-1.17133,-1.29767,-1.30967,-1.437,-1.659
,0.08627,0.72148,,-1.57067,-0.62232,,,,,,,,-1.12333,,-1.25367,-1.28,,-1.60433,,,-1.39733,2023-01-18T01:30:00.0,,,,,,,,,,,,,,0.08627,0.72148,-0.62232,-1.12333,-1.25367,-1.28,-1.39733,-1.60433
,0.01643,0.24068,,-1.569,-0.40532,,,,,,,,-1.11867,,-1.247,-1.27033,,-1.61,,,-1.38967,2023-01-18T02:00:00.0,,,,,,,,,,,,,,0.01643,0.24068,-0.40532,-1.11867,-1.247,-1.27033,-1.38967,-1.61
,0.01674,0.26611,,-1.552,0.11255,,,,,,,,-1.08667,,-1.21133,-1.237,,-1.58867,,,-1.367,2023-01-18T02:30:00.0,,,,,,,,,,,,,,0.01674,0.26611,0.11255,-1.08667,-1.21133,-1.237,-1.367,-1.58867
,0.03051,0.62796,,-1.541,1.25309,,,,,,,,-1.081,,-1.207,-1.22767,,-1.576,,,-1.35733,2023-01-18T03:00:00.0,,,,,,,,,,,,,,0.03051,0.62796,1.25309,-1.081,-1.207,-1.22767,-1.35733,-1.576
,0.08145,0.38352,,-1.52667,-0.68671,,,,,,,,-1.06133,,-1.18733,-1.19533,,-1.559,,,-1.33567,2023-01-18T03:30:00.0,,,,,,,,,,,,,,0.08145,0.38352,-0.68671,-1.06133,-1.18733,-1.19533,-1.33567,-1.559
,-0.0541,1.55101,,-1.47033,1.14046,,,,,,,,-1.01367,,-1.14433,-1.15733,,-1.51133,,,-1.283,2023-01-18T04:00:00.0,,,,,,,,,,,,,,-0.0541,1.55101,1.14046,-1.01367,-1.14433,-1.15733,-1.283,-1.51133
,-0.01439,1.57409,,-1.38,1.12833,,,,,,,,-0.93067,,-1.056,-1.06967,,-1.419,,,-1.196,2023-01-18T04:30:00.0,,,,,,,,,,,,,,-0.01439,1.57409,1.12833,-0.93067,-1.056,-1.06967,-1.196,-1.419
,-0.10394,1.25152,,-1.3,2.40867,,,,,,,,-0.873,,-0.99333,-0.996,,-1.34167,,,-1.13233,2023-01-18T05:00:00.0,,,,,,,,,,,,,,-0.10394,1.25152,2.40867,-0.873,-0.99333,-0.996,-1.13233,-1.34167
,-0.02747,0.86729,,-1.26533,2.57872,,,,,,,,-0.82633,,-0.94633,-0.95367,,-1.30867,,,-1.09233,2023-01-18T05:30:00.0,,,,,,,,,,,,,,-0.02747,0.86729,2.57872,-0.82633,-0.94633,-0.95367,-1.09233,-1.30867
,-0.06968,2.2161,,-1.149,1.69556,,,,,,,,-0.73867,,-0.86367,-0.86567,,-1.19267,,,-0.998,2023-01-18T06:00:00.0,,,,,,,,,,,,,,-0.06968,2.2161,1.69556,-0.73867,-0.86367,-0.86567,-0.998,-1.19267
,-0.05232,1.82853,,-1.019,1.54411,,,,,,,,-0.61767,,-0.73567,-0.743,,-1.07167,,,-0.87533,2023-01-18T06:30:00.0,,,,,,,,,,,,,,-0.05232,1.82853,1.54411,-0.61767,-0.73567,-0.743,-0.87533,-1.07167
,0.03688,2.58125,,-0.90733,2.09664,,,,,,,,-0.51733,,-0.63767,-0.637,,-0.96233,,,-0.77667,2023-01-18T07:00:00.0,,,,,,,,,,,,,,0.03688,2.58125,2.09664,-0.51733,-0.63767,-0.637,-0.77667,-0.96233
,0.15238,2.48724,,-0.779,1.87201,,,,,,,,-0.389,,-0.50133,-0.50133,,-0.82833,,,-0.64433,2023-01-18T07:30:00.0,,,,,,,,,,,,,,0.15238,2.48724,1.87201,-0.389,-0.50133,-0.50133,-0.64433,-0.82833
,-0.33931,2.84721,,-0.60767,1.62805,,,,,,,,-0.225,,-0.34267,-0.349,,-0.659,,,-0.50433,2023-01-18T08:00:00.0,,,,,,,,,,,,,,-0.33931,2.84721,1.62805,-0.225,-0.34267,-0.349,-0.50433,-0.659
,-0.47765,0.53499,,-0.534,0.70068,,,,,,,,-0.15533,,-0.272,-0.26633,,-0.58533,,,-0.45933,2023-01-18T08:30:00.0,,,,,,,,,,,,,,-0.47765,0.53499,0.70068,-0.15533,-0.272,-0.26633,-0.45933,-0.58533
,-0.09283,0.31354,,-0.48833,0.82674,,,,,,,,-0.113,,-0.22833,-0.23033,,-0.54367,,,-0.43333,2023-01-18T09:00:00.0,,,,,,,,,,,,,,-0.09283,0.31354,0.82674,-0.113,-0.22833,-0.23033,-0.43333,-0.54367
,-0.03891,1.85247,,-0.44667,0.90348,,,,,,,,-0.069,,-0.18833,-0.18833,,-0.50067,,,-0.422,2023-01-18T09:30:00.0,,,,,,,,,,,,,,-0.03891,1.85247,0.90348,-0.069,-0.18833,-0.18833,-0.422,-0.50067
,-0.10308,1.42885,,-0.36967,1.47673,,,,,,,,0.016,,-0.09733,-0.09,,-0.41867,,,-0.377,2023-01-18T10:00:00.0,,,,,,,,,,,,,,-0.10308,1.42885,1.47673,0.016,-0.09733,-0.09,-0.377,-0.41867
,-0.05689,0.86424,,-0.29033,0.90219,,,,,,,,0.08667,,-0.02533,-0.02667,,-0.35967,,,-0.33533,2023-01-18T10:30:00.0,,,,,,,,,,,,,,-0.05689,0.86424,0.90219,0.08667,-0.02533,-0.02667,-0.33533,-0.35967
,0.13803,0.82036,,-0.20467,1.36021,,,,,,,,0.12467,,0.013,0.015,,-0.28567,,,-0.27933,2023-01-18T11:00:00.0,,,,,,,,,,,,,,0.13803,0.82036,1.36021,0.12467,0.013,0.015,-0.27933,-0.28567
,-0.11179,0.87791,,-0.124,0.45558,,,,,,,,0.16867,,0.061,0.081,,-0.20433,,,-0.20533,2023-01-18T11:30:00.0,,,,,,,,,,,,,,-0.11179,0.87791,0.45558,0.16867,0.061,0.081,-0.20533,-0.20433
,-0.83837,2.80993,,-0.039,0.97002,,,,,,,,0.266,,0.15467,0.18667,,-0.09567,,,-0.087,2023-01-18T12:00:00.0,,,,,,,,,,,,,,-0.83837,2.80993,0.97002,0.266,0.15467,0.18667,-0.087,-0.09567
,-0.91256,2.37827,,0.17133,-2.34965,,,,,,,,0.40667,,0.29633,0.35467,,0.11567,,,0.12133,2023-01-18T12:30:00.0,,,,,,,,,,,,,,-0.91256,2.37827,-2.34965,0.40667,0.29633,0.35467,0.12133,0.11567
,-0.49885,0.49657,,0.28233,-1.01122,,,,,,,,0.47933,,0.36833,0.41867,,0.21267,,,0.19867,2023-01-18T13:00:00.0,,,,,,,,,,,,,,-0.49885,0.49657,-1.01122,0.47933,0.36833,0.41867,0.19867,0.21267
,0.16036,-2.12595,,0.175,1.74651,,,,,,,,0.356,,0.25933,0.308,,0.08467,,,0.08,2023-01-18T13:30:00.0,,,,,,,,,,,,,,0.16036,-2.12595,1.74651,0.356,0.25933,0.308,0.08,0.08467
,0.15722,1.44222,,0.18267,0.25897,,,,,,,,0.43367,,0.32433,0.36967,,0.10633,,,0.121,2023-01-18T14:00:00.0,,,,,,,,,,,,,,0.15722,1.44222,0.25897,0.43367,0.32433,0.36967,0.121,0.10633
,0.03015,-2.87373,,0.141,-2.57134,,,,,,,,0.40333,,0.29633,0.32833,,0.06467,,,0.07567,2023-01-18T14:30:00.0,,,,,,,,,,,,,,0.03015,-2.87373,-2.57134,0.40333,0.29633,0.32833,0.07567,0.06467
,0.17481,0.35173,,0.078,2.39246,,,,,,,,0.29267,,0.18867,0.219,,-0.00633,,,-0.004,2023-01-18T15:00:00.0,,,,,,,,,,,,,,0.17481,0.35173,2.39246,0.29267,0.18867,0.219,-0.004,-0.00633
,-0.01215,-1.17798,,0.04233,-2.76503,,,,,,,,0.32867,,0.223,0.24533,,-0.027,,,-0.00967,2023-01-18T15:30:00.0,,,,,,,,,,,,,,-0.01215,-1.17798,-2.76503,0.32867,0.223,0.24533,-0.00967,-0.027
,-0.55144,-4.38792,,-0.095,-3.95544,,,,,,,,0.15,,0.05233,0.063,,-0.16667,,,-0.139,2023-01-18T16:00:00.0,,,,,,,,,,,,,,-0.55144,-4.38792,-3.95544,0.15,0.05233,0.063,-0.139,-0.16667
,-0.01555,-2.36326,,-0.35967,0.15289,,,,,,,,-0.07867,,-0.17067,-0.17333,,-0.441,,,-0.41467,2023-01-18T16:30:00.0,,,,,,,,,,,,,,-0.01555,-2.36326,0.15289,-0.07867,-0.17067,-0.17333,-0.41467,-0.441
,0.23421,0.98117,,-0.457,2.85239,,,,,,,,-0.096,,-0.199,-0.21133,,-0.522,,,-0.48,2023-01-18T17:00:00.0,,,,,,,,,,,,,,0.23421,0.98117,2.85239,-0.096,-0.199,-0.21133,-0.48,-0.522
,-7.0e-5,1.30004,,-0.39467,-0.18066,,,,,,,,-0.015,,-0.127,-0.129,,-0.43767,,,-0.40367,2023-01-18T17:30:00.0,,,,,,,,,,,,,,-7.0e-5,1.30004,-0.18066,-0.015,-0.127,-0.129,-0.40367,-0.43767
,0.0169,-0.40021,,-0.391,-1.18255,,,,,,,,0.01533,,-0.098,-0.103,,-0.422,,,-0.384,2023-01-18T18:00:00.0,,,,,,,,,,,,,,0.0169,-0.40021,-1.18255,0.01533,-0.098,-0.103,-0.384,-0.422
,-0.05621,-0.32678,,-0.37633,-2.19239,,,,,,,,0.013,,-0.10167,-0.09833,,-0.41967,,,-0.38133,2023-01-18T18:30:00.0,,,,,,,,,,,,,,-0.05621,-0.32678,-2.19239,0.013,-0.10167,-0.09833,-0.38133,-0.41967
,0.3946,-1.16502,,-0.46633,0.17926,,,,,,,,-0.03533,,-0.147,-0.16133,,-0.50567,,,-0.46267,2023-01-18T19:00:00.0,,,,,,,,,,,,,,0.3946,-1.16502,0.17926,-0.03533,-0.147,-0.16133,-0.46267,-0.50567
,0.60288,-2.12329,,-0.569,-0.23791,,,,,,,,-0.11,,-0.22733,-0.25,,-0.604,,,-0.55233,2023-01-18T19:30:00.0,,,,,,,,,,,,,,0.60288,-2.12329,-0.23791,-0.11,-0.22733,-0.25,-0.55233,-0.604
,0.10077,-1.18348,,-0.672,-1.04972,,,,,,,,-0.18867,,-0.31467,-0.33233,,-0.70367,,,-0.61633,2023-01-18T20:00:00.0,,,,,,,,,,,,,,0.10077,-1.18348,-1.04972,-0.18867,-0.31467,-0.33233,-0.61633,-0.70367
,-0.07805,-0.03929,,-0.68933,-0.79426,,,,,,,,-0.23733,,-0.36067,-0.36867,,-0.724,,,-0.58067,2023-01-18T20:30:00.0,,,,,,,,,,,,,,-0.07805,-0.03929,-0.79426,-0.23733,-0.36067,-0.36867,-0.58067,-0.724
,0.02273,0.83632,,-0.554,-1.75924,,,,,,,,-0.21433,,-0.331,-0.32867,,-0.61767,,,-0.51267,2023-01-18T21:00:00.0,,,,,,,,,,,,,,0.02273,0.83632,-1.75924,-0.21433,-0.331,-0.32867,-0.51267,-0.61767
,0.40115,-1.48488,,-0.66767,1.06501,,,,,,,,-0.27567,,-0.383,-0.40467,,-0.717,,,-0.57267,2023-01-18T21:30:00.0,,,,,,,,,,,,,,0.40115,-1.48488,1.06501,-0.27567,-0.383,-0.40467,-0.57267,-0.717
,0.89848,0.32151,,-0.725,1.28381,,,,,,,,-0.30467,,-0.41433,-0.44133,,-0.79267,,,-0.60767,2023-01-18T22:00:00.0,,,,,,,,,,,,,,0.89848,0.32151,1.28381,-0.30467,-0.41433,-0.44133,-0.60767,-0.79267
,0.49812,1.15873,,-0.643,1.76279,,,,,,,,-0.24833,,-0.36967,-0.38067,,-0.703,,,-0.547,2023-01-18T22:30:00.0,,,,,,,,,,,,,,0.49812,1.15873,1.76279,-0.24833,-0.36967,-0.38067,-0.547,-0.703
,0.35409,-0.56048,,-0.611,0.017,,,,,,,,-0.212,,-0.33033,-0.35567,,-0.67733,,,-0.52833,2023-01-18T23:00:00.0,,,,,,,,,,,,,,0.35409,-0.56048,0.017,-0.212,-0.33033,-0.35567,-0.52833,-0.67733
,-1.01856,-0.37132,,-0.653,-0.07451,,,,,,,,-0.25633,,-0.383,-0.39767,,-0.72233,,,-0.563,2023-01-18T23:30:00.0,,,,,,,,,,,,,,-1.01856,-0.37132,-0.07451,-0.25633,-0.383,-0.39767,-0.563,-0.72233
,-0.08822,0.26502,,-0.66433,0.38024,,,,,,,,-0.25533,,-0.37733,-0.40933,,-0.735,,,-0.56967,2023-01-19T00:00:00.0,,,,,,,,,,,,,,-0.08822,0.26502,0.38024,-0.25533,-0.37733,-0.40933,-0.56967,-0.735
,0.04791,-0.43993,,-0.709,-0.03538,,,,,,,,-0.26433,,-0.389,-0.42333,,-0.76733,,,-0.588,2023-01-19T00:30:00.0,,,,,,,,,,,,,,0.04791,-0.43993,-0.03538,-0.26433,-0.389,-0.42333,-0.588,-0.76733
,-0.1501,0.18111,,-0.645,-1.34481,,,,,,,,-0.29033,,-0.40633,-0.416,,-0.70567,,,-0.54667,2023-01-19T01:00:00.0,,,,,,,,,,,,,,-0.1501,0.18111,-1.34481,-0.29033,-0.40633,-0.416,-0.54667,-0.70567
,0.10845,-0.7564,,-0.635,-1.66484,,,,,,,,-0.28767,,-0.39933,-0.414,,-0.70667,,,-0.557,2023-01-19T01:30:00.0,,,,,,,,,,,,,,0.10845,-0.7564,-1.66484,-0.28767,-0.39933,-0.414,-0.557,-0.70667
,0.14615,-0.79052,,-0.614,-0.58248,,,,,,,,-0.36433,,-0.469,-0.496,,-0.725,,,-0.59133,2023-01-19T02:00:00.0,,,,,,,,,,,,,,0.14615,-0.79052,-0.58248,-0.36433,-0.469,-0.496,-0.59133,-0.725
,0.25688,-0.19589,,-0.80233,0.47879,,,,,,,,-0.386,,-0.49967,-0.51967,,-0.853,,,-0.65633,2023-01-19T02:30:00.0,,,,,,,,,,,,,,0.25688,-0.19589,0.47879,-0.386,-0.49967,-0.51967,-0.65633,-0.853
,0.11084,-0.95795,,-0.85833,0.19462,,,,,,,,-0.40867,,-0.52233,-0.545,,-0.906,,,-0.68533,2023-01-19T03:00:00.0,,,,,,,,,,,,,,0.11084,-0.95795,0.19462,-0.40867,-0.52233,-0.545,-0.68533,-0.906
